location,date,vaccine,total_vaccinations
Finland,2021-02-05,Johnson&Johnson,0
Finland,2021-02-05,Moderna,4673
Finland,2021-02-05,Oxford/AstraZeneca,290
Finland,2021-02-05,Pfizer/BioNTech,226016
Finland,2021-02-12,Johnson&Johnson,0
Finland,2021-02-12,Moderna,5941
Finland,2021-02-12,Oxford/AstraZeneca,4205
Finland,2021-02-12,Pfizer/BioNTech,276699
Finland,2021-02-19,Johnson&Johnson,0
Finland,2021-02-19,Moderna,10522
Finland,2021-02-19,Oxford/AstraZeneca,24256
Finland,2021-02-19,Pfizer/BioNTech,336490
Finland,2021-02-26,Johnson&Johnson,0
Finland,2021-02-26,Moderna,19063
Finland,2021-02-26,Oxford/AstraZeneca,55869
Finland,2021-02-26,Pfizer/BioNTech,398966
Finland,2021-03-05,Johnson&Johnson,0
Finland,2021-03-05,Moderna,26966
Finland,2021-03-05,Oxford/AstraZeneca,95967
Finland,2021-03-05,Pfizer/BioNTech,464761
Finland,2021-03-12,Johnson&Johnson,0
Finland,2021-03-12,Moderna,38598
Finland,2021-03-12,Oxford/AstraZeneca,140304
Finland,2021-03-12,Pfizer/BioNTech,532824
Finland,2021-03-19,Johnson&Johnson,0
Finland,2021-03-19,Moderna,42398
Finland,2021-03-19,Oxford/AstraZeneca,184799
Finland,2021-03-19,Pfizer/BioNTech,611947
Finland,2021-03-26,Johnson&Johnson,0
Finland,2021-03-26,Moderna,52390
Finland,2021-03-26,Oxford/AstraZeneca,184867
Finland,2021-03-26,Pfizer/BioNTech,712275
Finland,2021-04-02,Johnson&Johnson,0
Finland,2021-04-02,Moderna,69169
Finland,2021-04-02,Oxford/AstraZeneca,202157
Finland,2021-04-02,Pfizer/BioNTech,811662
Finland,2021-04-09,Johnson&Johnson,0
Finland,2021-04-09,Moderna,81148
Finland,2021-04-09,Oxford/AstraZeneca,243022
Finland,2021-04-09,Pfizer/BioNTech,932366
Finland,2021-04-16,Johnson&Johnson,0
Finland,2021-04-16,Moderna,103170
Finland,2021-04-16,Oxford/AstraZeneca,298713
Finland,2021-04-16,Pfizer/BioNTech,1089019
Finland,2021-04-23,Johnson&Johnson,0
Finland,2021-04-23,Moderna,117814
Finland,2021-04-23,Oxford/AstraZeneca,335875
Finland,2021-04-23,Pfizer/BioNTech,1258318
Finland,2021-04-30,Johnson&Johnson,0
Finland,2021-04-30,Moderna,137306
Finland,2021-04-30,Oxford/AstraZeneca,353409
Finland,2021-04-30,Pfizer/BioNTech,1434921
Finland,2021-05-07,Johnson&Johnson,0
Finland,2021-05-07,Moderna,161689
Finland,2021-05-07,Oxford/AstraZeneca,359287
Finland,2021-05-07,Pfizer/BioNTech,1648306
Finland,2021-05-14,Johnson&Johnson,0
Finland,2021-05-14,Moderna,187742
Finland,2021-05-14,Oxford/AstraZeneca,367050
Finland,2021-05-14,Pfizer/BioNTech,1850339
Finland,2021-05-21,Johnson&Johnson,0
Finland,2021-05-21,Moderna,221534
Finland,2021-05-21,Oxford/AstraZeneca,380118
Finland,2021-05-21,Pfizer/BioNTech,2079374
Finland,2021-05-28,Johnson&Johnson,0
Finland,2021-05-28,Moderna,258033
Finland,2021-05-28,Oxford/AstraZeneca,391828
Finland,2021-05-28,Pfizer/BioNTech,2304268
Finland,2021-06-04,Johnson&Johnson,0
Finland,2021-06-04,Moderna,296200
Finland,2021-06-04,Oxford/AstraZeneca,404469
Finland,2021-06-04,Pfizer/BioNTech,2551951
Finland,2021-06-11,Johnson&Johnson,0
Finland,2021-06-11,Moderna,325162
Finland,2021-06-11,Oxford/AstraZeneca,421559
Finland,2021-06-11,Pfizer/BioNTech,2847972
Finland,2021-06-18,Johnson&Johnson,0
Finland,2021-06-18,Moderna,358018
Finland,2021-06-18,Oxford/AstraZeneca,425584
Finland,2021-06-18,Pfizer/BioNTech,3150444
Finland,2021-06-25,Johnson&Johnson,0
Finland,2021-06-25,Moderna,383244
Finland,2021-06-25,Oxford/AstraZeneca,438437
Finland,2021-06-25,Pfizer/BioNTech,3367800
Finland,2021-07-02,Johnson&Johnson,0
Finland,2021-07-02,Moderna,409197
Finland,2021-07-02,Oxford/AstraZeneca,470831
Finland,2021-07-02,Pfizer/BioNTech,3621544
Finland,2021-07-09,Johnson&Johnson,0
Finland,2021-07-09,Moderna,441056
Finland,2021-07-09,Oxford/AstraZeneca,507398
Finland,2021-07-09,Pfizer/BioNTech,3850912
Finland,2021-07-16,Johnson&Johnson,0
Finland,2021-07-16,Moderna,466984
Finland,2021-07-16,Oxford/AstraZeneca,535490
Finland,2021-07-16,Pfizer/BioNTech,4054394
Finland,2021-07-23,Johnson&Johnson,0
Finland,2021-07-23,Moderna,498738
Finland,2021-07-23,Oxford/AstraZeneca,548743
Finland,2021-07-23,Pfizer/BioNTech,4271795
Finland,2021-07-30,Johnson&Johnson,0
Finland,2021-07-30,Moderna,535350
Finland,2021-07-30,Oxford/AstraZeneca,551558
Finland,2021-07-30,Pfizer/BioNTech,4497159
Finland,2021-08-06,Johnson&Johnson,0
Finland,2021-08-06,Moderna,579308
Finland,2021-08-06,Oxford/AstraZeneca,552276
Finland,2021-08-06,Pfizer/BioNTech,4706861
Finland,2021-08-13,Johnson&Johnson,0
Finland,2021-08-13,Moderna,595713
Finland,2021-08-13,Oxford/AstraZeneca,552395
Finland,2021-08-13,Pfizer/BioNTech,4797314
France,2020-12-27,Pfizer/BioNTech,223
France,2020-12-28,Pfizer/BioNTech,453
France,2020-12-29,Pfizer/BioNTech,628
France,2020-12-30,Pfizer/BioNTech,824
France,2020-12-31,Pfizer/BioNTech,989
France,2021-01-01,Pfizer/BioNTech,1166
France,2021-01-02,Pfizer/BioNTech,1317
France,2021-01-03,Pfizer/BioNTech,1500
France,2021-01-04,Pfizer/BioNTech,3122
France,2021-01-05,Pfizer/BioNTech,8710
France,2021-01-06,Pfizer/BioNTech,20186
France,2021-01-07,Pfizer/BioNTech,49096
France,2021-01-08,Pfizer/BioNTech,85671
France,2021-01-09,Pfizer/BioNTech,96697
France,2021-01-10,Pfizer/BioNTech,102416
France,2021-01-11,Pfizer/BioNTech,141855
France,2021-01-12,Pfizer/BioNTech,203280
France,2021-01-13,Pfizer/BioNTech,267686
France,2021-01-14,Moderna,596
France,2021-01-14,Pfizer/BioNTech,348277
France,2021-01-15,Moderna,864
France,2021-01-15,Pfizer/BioNTech,416260
France,2021-01-16,Moderna,1087
France,2021-01-16,Pfizer/BioNTech,436036
France,2021-01-17,Moderna,1116
France,2021-01-17,Pfizer/BioNTech,446687
France,2021-01-18,Moderna,4085
France,2021-01-18,Pfizer/BioNTech,528957
France,2021-01-19,Moderna,8656
France,2021-01-19,Pfizer/BioNTech,654062
France,2021-01-20,Moderna,13644
France,2021-01-20,Pfizer/BioNTech,785575
France,2021-01-21,Moderna,18836
France,2021-01-21,Pfizer/BioNTech,937277
France,2021-01-22,Moderna,23797
France,2021-01-22,Pfizer/BioNTech,1052402
France,2021-01-23,Moderna,25566
France,2021-01-23,Pfizer/BioNTech,1088763
France,2021-01-24,Moderna,25687
France,2021-01-24,Pfizer/BioNTech,1098158
France,2021-01-25,Moderna,29394
France,2021-01-25,Pfizer/BioNTech,1173117
France,2021-01-26,Moderna,33188
France,2021-01-26,Pfizer/BioNTech,1272045
France,2021-01-27,Moderna,36662
France,2021-01-27,Pfizer/BioNTech,1380581
France,2021-01-28,Moderna,40245
France,2021-01-28,Pfizer/BioNTech,1514756
France,2021-01-29,Moderna,43382
France,2021-01-29,Pfizer/BioNTech,1620342
France,2021-01-30,Moderna,44462
France,2021-01-30,Pfizer/BioNTech,1652331
France,2021-01-31,Moderna,44474
France,2021-01-31,Pfizer/BioNTech,1658994
France,2021-02-01,Moderna,47776
France,2021-02-01,Pfizer/BioNTech,1728817
France,2021-02-02,Moderna,52127
France,2021-02-02,Pfizer/BioNTech,1830355
France,2021-02-03,Moderna,57198
France,2021-02-03,Pfizer/BioNTech,1933755
France,2021-02-04,Moderna,61986
France,2021-02-04,Pfizer/BioNTech,2060190
France,2021-02-05,Moderna,66661
France,2021-02-05,Pfizer/BioNTech,2168405
France,2021-02-06,Moderna,68620
France,2021-02-06,Oxford/AstraZeneca,602
France,2021-02-06,Pfizer/BioNTech,2197970
France,2021-02-07,Moderna,68672
France,2021-02-07,Oxford/AstraZeneca,1971
France,2021-02-07,Pfizer/BioNTech,2206523
France,2021-02-08,Moderna,76136
France,2021-02-08,Oxford/AstraZeneca,4646
France,2021-02-08,Pfizer/BioNTech,2288570
France,2021-02-09,Moderna,84447
France,2021-02-09,Oxford/AstraZeneca,11326
France,2021-02-09,Pfizer/BioNTech,2411300
France,2021-02-10,Moderna,93691
France,2021-02-10,Oxford/AstraZeneca,20741
France,2021-02-10,Pfizer/BioNTech,2539261
France,2021-02-11,Moderna,103869
France,2021-02-11,Oxford/AstraZeneca,34186
France,2021-02-11,Pfizer/BioNTech,2701070
France,2021-02-12,Moderna,113989
France,2021-02-12,Oxford/AstraZeneca,47335
France,2021-02-12,Pfizer/BioNTech,2830324
France,2021-02-13,Moderna,117260
France,2021-02-13,Oxford/AstraZeneca,50899
France,2021-02-13,Pfizer/BioNTech,2864837
France,2021-02-14,Moderna,117569
France,2021-02-14,Oxford/AstraZeneca,51783
France,2021-02-14,Pfizer/BioNTech,2875538
France,2021-02-15,Moderna,124018
France,2021-02-15,Oxford/AstraZeneca,62007
France,2021-02-15,Pfizer/BioNTech,2972743
France,2021-02-16,Moderna,132879
France,2021-02-16,Oxford/AstraZeneca,74300
France,2021-02-16,Pfizer/BioNTech,3101912
France,2021-02-17,Moderna,141432
France,2021-02-17,Oxford/AstraZeneca,85219
France,2021-02-17,Pfizer/BioNTech,3235126
France,2021-02-18,Moderna,151818
France,2021-02-18,Oxford/AstraZeneca,99918
France,2021-02-18,Pfizer/BioNTech,3397341
France,2021-02-19,Moderna,161382
France,2021-02-19,Oxford/AstraZeneca,114123
France,2021-02-19,Pfizer/BioNTech,3528648
France,2021-02-20,Moderna,164681
France,2021-02-20,Oxford/AstraZeneca,117341
France,2021-02-20,Pfizer/BioNTech,3568737
France,2021-02-21,Moderna,164975
France,2021-02-21,Oxford/AstraZeneca,117900
France,2021-02-21,Pfizer/BioNTech,3577251
France,2021-02-22,Moderna,172245
France,2021-02-22,Oxford/AstraZeneca,126895
France,2021-02-22,Pfizer/BioNTech,3670953
France,2021-02-23,Moderna,180794
France,2021-02-23,Oxford/AstraZeneca,138096
France,2021-02-23,Pfizer/BioNTech,3788280
France,2021-02-24,Moderna,189136
France,2021-02-24,Oxford/AstraZeneca,152143
France,2021-02-24,Pfizer/BioNTech,3905918
France,2021-02-25,Moderna,197914
France,2021-02-25,Oxford/AstraZeneca,196814
France,2021-02-25,Pfizer/BioNTech,4043413
France,2021-02-26,Moderna,205301
France,2021-02-26,Oxford/AstraZeneca,258476
France,2021-02-26,Pfizer/BioNTech,4157883
France,2021-02-27,Moderna,207876
France,2021-02-27,Oxford/AstraZeneca,293113
France,2021-02-27,Pfizer/BioNTech,4194198
France,2021-02-28,Moderna,208029
France,2021-02-28,Oxford/AstraZeneca,295501
France,2021-02-28,Pfizer/BioNTech,4201910
France,2021-03-01,Moderna,216808
France,2021-03-01,Oxford/AstraZeneca,315664
France,2021-03-01,Pfizer/BioNTech,4290106
France,2021-03-02,Moderna,227916
France,2021-03-02,Oxford/AstraZeneca,354264
France,2021-03-02,Pfizer/BioNTech,4406819
France,2021-03-03,Moderna,239157
France,2021-03-03,Oxford/AstraZeneca,402631
France,2021-03-03,Pfizer/BioNTech,4527634
France,2021-03-04,Moderna,251320
France,2021-03-04,Oxford/AstraZeneca,484476
France,2021-03-04,Pfizer/BioNTech,4664587
France,2021-03-05,Moderna,263227
France,2021-03-05,Oxford/AstraZeneca,602221
France,2021-03-05,Pfizer/BioNTech,4797654
France,2021-03-06,Moderna,269582
France,2021-03-06,Oxford/AstraZeneca,722489
France,2021-03-06,Pfizer/BioNTech,4895619
France,2021-03-07,Moderna,271931
France,2021-03-07,Oxford/AstraZeneca,777461
France,2021-03-07,Pfizer/BioNTech,4964307
France,2021-03-08,Moderna,284276
France,2021-03-08,Oxford/AstraZeneca,819954
France,2021-03-08,Pfizer/BioNTech,5066129
France,2021-03-09,Moderna,300046
France,2021-03-09,Oxford/AstraZeneca,898589
France,2021-03-09,Pfizer/BioNTech,5199569
France,2021-03-10,Moderna,316084
France,2021-03-10,Oxford/AstraZeneca,979082
France,2021-03-10,Pfizer/BioNTech,5337395
France,2021-03-11,Moderna,334481
France,2021-03-11,Oxford/AstraZeneca,1107127
France,2021-03-11,Pfizer/BioNTech,5495209
France,2021-03-12,Moderna,350442
France,2021-03-12,Oxford/AstraZeneca,1289418
France,2021-03-12,Pfizer/BioNTech,5643589
France,2021-03-13,Moderna,362887
France,2021-03-13,Oxford/AstraZeneca,1421252
France,2021-03-13,Pfizer/BioNTech,5744648
France,2021-03-14,Moderna,368076
France,2021-03-14,Oxford/AstraZeneca,1435179
France,2021-03-14,Pfizer/BioNTech,5791676
France,2021-03-15,Moderna,382296
France,2021-03-15,Oxford/AstraZeneca,1487083
France,2021-03-15,Pfizer/BioNTech,5915320
France,2021-03-16,Moderna,403497
France,2021-03-16,Oxford/AstraZeneca,1488115
France,2021-03-16,Pfizer/BioNTech,6072920
France,2021-03-17,Moderna,427481
France,2021-03-17,Oxford/AstraZeneca,1488887
France,2021-03-17,Pfizer/BioNTech,6236194
France,2021-03-18,Moderna,455494
France,2021-03-18,Oxford/AstraZeneca,1490233
France,2021-03-18,Pfizer/BioNTech,6417800
France,2021-03-19,Moderna,483102
France,2021-03-19,Oxford/AstraZeneca,1560403
France,2021-03-19,Pfizer/BioNTech,6585993
France,2021-03-20,Moderna,509911
France,2021-03-20,Oxford/AstraZeneca,1625400
France,2021-03-20,Pfizer/BioNTech,6671633
France,2021-03-21,Moderna,527608
France,2021-03-21,Oxford/AstraZeneca,1631013
France,2021-03-21,Pfizer/BioNTech,6700178
France,2021-03-22,Moderna,548237
France,2021-03-22,Oxford/AstraZeneca,1668236
France,2021-03-22,Pfizer/BioNTech,6845141
France,2021-03-23,Moderna,574847
France,2021-03-23,Oxford/AstraZeneca,1752538
France,2021-03-23,Pfizer/BioNTech,7025272
France,2021-03-24,Moderna,603541
France,2021-03-24,Oxford/AstraZeneca,1843208
France,2021-03-24,Pfizer/BioNTech,7204972
France,2021-03-25,Moderna,635029
France,2021-03-25,Oxford/AstraZeneca,1992976
France,2021-03-25,Pfizer/BioNTech,7408543
France,2021-03-26,Moderna,666009
France,2021-03-26,Oxford/AstraZeneca,2158137
France,2021-03-26,Pfizer/BioNTech,7611516
France,2021-03-27,Moderna,683082
France,2021-03-27,Oxford/AstraZeneca,2226398
France,2021-03-27,Pfizer/BioNTech,7737104
France,2021-03-28,Moderna,693657
France,2021-03-28,Oxford/AstraZeneca,2232764
France,2021-03-28,Pfizer/BioNTech,7782687
France,2021-03-29,Moderna,716726
France,2021-03-29,Oxford/AstraZeneca,2286703
France,2021-03-29,Pfizer/BioNTech,7961742
France,2021-03-30,Moderna,747048
France,2021-03-30,Oxford/AstraZeneca,2379635
France,2021-03-30,Pfizer/BioNTech,8191962
France,2021-03-31,Moderna,781302
France,2021-03-31,Oxford/AstraZeneca,2442926
France,2021-03-31,Pfizer/BioNTech,8428722
France,2021-04-01,Moderna,824003
France,2021-04-01,Oxford/AstraZeneca,2528775
France,2021-04-01,Pfizer/BioNTech,8700599
France,2021-04-02,Moderna,861413
France,2021-04-02,Oxford/AstraZeneca,2615537
France,2021-04-02,Pfizer/BioNTech,8948244
France,2021-04-03,Moderna,881815
France,2021-04-03,Oxford/AstraZeneca,2651317
France,2021-04-03,Pfizer/BioNTech,9093933
France,2021-04-04,Moderna,891948
France,2021-04-04,Oxford/AstraZeneca,2654786
France,2021-04-04,Pfizer/BioNTech,9144249
France,2021-04-05,Moderna,904994
France,2021-04-05,Oxford/AstraZeneca,2659151
France,2021-04-05,Pfizer/BioNTech,9197307
France,2021-04-06,Moderna,938828
France,2021-04-06,Oxford/AstraZeneca,2688649
France,2021-04-06,Pfizer/BioNTech,9457048
France,2021-04-07,Moderna,976686
France,2021-04-07,Oxford/AstraZeneca,2720727
France,2021-04-07,Pfizer/BioNTech,9760618
France,2021-04-08,Moderna,1022150
France,2021-04-08,Oxford/AstraZeneca,2799440
France,2021-04-08,Pfizer/BioNTech,10093135
France,2021-04-09,Moderna,1064303
France,2021-04-09,Oxford/AstraZeneca,2961234
France,2021-04-09,Pfizer/BioNTech,10413494
France,2021-04-10,Moderna,1092809
France,2021-04-10,Oxford/AstraZeneca,3037038
France,2021-04-10,Pfizer/BioNTech,10603323
France,2021-04-11,Moderna,1104926
France,2021-04-11,Oxford/AstraZeneca,3044260
France,2021-04-11,Pfizer/BioNTech,10673940
France,2021-04-12,Moderna,1133120
France,2021-04-12,Oxford/AstraZeneca,3095612
France,2021-04-12,Pfizer/BioNTech,10944945
France,2021-04-13,Moderna,1168804
France,2021-04-13,Oxford/AstraZeneca,3181805
France,2021-04-13,Pfizer/BioNTech,11275414
France,2021-04-14,Moderna,1202888
France,2021-04-14,Oxford/AstraZeneca,3249585
France,2021-04-14,Pfizer/BioNTech,11604818
France,2021-04-15,Moderna,1245603
France,2021-04-15,Oxford/AstraZeneca,3342693
France,2021-04-15,Pfizer/BioNTech,11950966
France,2021-04-16,Moderna,1286191
France,2021-04-16,Oxford/AstraZeneca,3455428
France,2021-04-16,Pfizer/BioNTech,12280864
France,2021-04-17,Moderna,1321778
France,2021-04-17,Oxford/AstraZeneca,3508822
France,2021-04-17,Pfizer/BioNTech,12469722
France,2021-04-18,Moderna,1342002
France,2021-04-18,Oxford/AstraZeneca,3518445
France,2021-04-18,Pfizer/BioNTech,12526187
France,2021-04-19,Moderna,1374835
France,2021-04-19,Oxford/AstraZeneca,3543495
France,2021-04-19,Pfizer/BioNTech,12810632
France,2021-04-20,Moderna,1415480
France,2021-04-20,Oxford/AstraZeneca,3589194
France,2021-04-20,Pfizer/BioNTech,13147222
France,2021-04-21,Moderna,1457150
France,2021-04-21,Oxford/AstraZeneca,3628256
France,2021-04-21,Pfizer/BioNTech,13486361
France,2021-04-22,Moderna,1505548
France,2021-04-22,Oxford/AstraZeneca,3683442
France,2021-04-22,Pfizer/BioNTech,13856423
France,2021-04-23,Johnson&Johnson,2167
France,2021-04-23,Moderna,1555204
France,2021-04-23,Oxford/AstraZeneca,3754649
France,2021-04-23,Pfizer/BioNTech,14210975
France,2021-04-24,Johnson&Johnson,3724
France,2021-04-24,Moderna,1595451
France,2021-04-24,Oxford/AstraZeneca,3792647
France,2021-04-24,Pfizer/BioNTech,14431908
France,2021-04-25,Johnson&Johnson,3846
France,2021-04-25,Moderna,1613569
France,2021-04-25,Oxford/AstraZeneca,3798843
France,2021-04-25,Pfizer/BioNTech,14515147
France,2021-04-26,Johnson&Johnson,6693
France,2021-04-26,Moderna,1647745
France,2021-04-26,Oxford/AstraZeneca,3818968
France,2021-04-26,Pfizer/BioNTech,14833391
France,2021-04-27,Johnson&Johnson,16142
France,2021-04-27,Moderna,1691132
France,2021-04-27,Oxford/AstraZeneca,3854357
France,2021-04-27,Pfizer/BioNTech,15215249
France,2021-04-28,Johnson&Johnson,25981
France,2021-04-28,Moderna,1739463
France,2021-04-28,Oxford/AstraZeneca,3884978
France,2021-04-28,Pfizer/BioNTech,15607180
France,2021-04-29,Johnson&Johnson,41933
France,2021-04-29,Moderna,1794866
France,2021-04-29,Oxford/AstraZeneca,3936024
France,2021-04-29,Pfizer/BioNTech,16035768
France,2021-04-30,Johnson&Johnson,61095
France,2021-04-30,Moderna,1848032
France,2021-04-30,Oxford/AstraZeneca,4000174
France,2021-04-30,Pfizer/BioNTech,16454177
France,2021-05-01,Johnson&Johnson,63036
France,2021-05-01,Moderna,1872743
France,2021-05-01,Oxford/AstraZeneca,4011490
France,2021-05-01,Pfizer/BioNTech,16633736
France,2021-05-02,Johnson&Johnson,63494
France,2021-05-02,Moderna,1888486
France,2021-05-02,Oxford/AstraZeneca,4014894
France,2021-05-02,Pfizer/BioNTech,16742630
France,2021-05-03,Johnson&Johnson,68474
France,2021-05-03,Moderna,1927606
France,2021-05-03,Oxford/AstraZeneca,4031566
France,2021-05-03,Pfizer/BioNTech,17137248
France,2021-05-04,Johnson&Johnson,76779
France,2021-05-04,Moderna,1974774
France,2021-05-04,Oxford/AstraZeneca,4062782
France,2021-05-04,Pfizer/BioNTech,17587486
France,2021-05-05,Johnson&Johnson,82850
France,2021-05-05,Moderna,2022269
France,2021-05-05,Oxford/AstraZeneca,4091765
France,2021-05-05,Pfizer/BioNTech,18052421
France,2021-05-06,Johnson&Johnson,94157
France,2021-05-06,Moderna,2080861
France,2021-05-06,Oxford/AstraZeneca,4146957
France,2021-05-06,Pfizer/BioNTech,18542334
France,2021-05-07,Johnson&Johnson,113140
France,2021-05-07,Moderna,2139123
France,2021-05-07,Oxford/AstraZeneca,4219256
France,2021-05-07,Pfizer/BioNTech,19019964
France,2021-05-08,Johnson&Johnson,115432
France,2021-05-08,Moderna,2169955
France,2021-05-08,Oxford/AstraZeneca,4234707
France,2021-05-08,Pfizer/BioNTech,19258725
France,2021-05-09,Johnson&Johnson,116071
France,2021-05-09,Moderna,2190909
France,2021-05-09,Oxford/AstraZeneca,4239031
France,2021-05-09,Pfizer/BioNTech,19408350
France,2021-05-10,Johnson&Johnson,123218
France,2021-05-10,Moderna,2245744
France,2021-05-10,Oxford/AstraZeneca,4266294
France,2021-05-10,Pfizer/BioNTech,19856914
France,2021-05-11,Johnson&Johnson,137430
France,2021-05-11,Moderna,2310124
France,2021-05-11,Oxford/AstraZeneca,4318775
France,2021-05-11,Pfizer/BioNTech,20384650
France,2021-05-12,Johnson&Johnson,147504
France,2021-05-12,Moderna,2379666
France,2021-05-12,Oxford/AstraZeneca,4363231
France,2021-05-12,Pfizer/BioNTech,20923912
France,2021-05-13,Johnson&Johnson,148993
France,2021-05-13,Moderna,2436395
France,2021-05-13,Oxford/AstraZeneca,4368825
France,2021-05-13,Pfizer/BioNTech,21252473
France,2021-05-14,Johnson&Johnson,156654
France,2021-05-14,Moderna,2510337
France,2021-05-14,Oxford/AstraZeneca,4408851
France,2021-05-14,Pfizer/BioNTech,21748798
France,2021-05-15,Johnson&Johnson,160299
France,2021-05-15,Moderna,2583080
France,2021-05-15,Oxford/AstraZeneca,4436609
France,2021-05-15,Pfizer/BioNTech,22110114
France,2021-05-16,Johnson&Johnson,160678
France,2021-05-16,Moderna,2628973
France,2021-05-16,Oxford/AstraZeneca,4440162
France,2021-05-16,Pfizer/BioNTech,22282429
France,2021-05-17,Johnson&Johnson,165056
France,2021-05-17,Moderna,2685985
France,2021-05-17,Oxford/AstraZeneca,4467770
France,2021-05-17,Pfizer/BioNTech,22715688
France,2021-05-18,Johnson&Johnson,173719
France,2021-05-18,Moderna,2752504
France,2021-05-18,Oxford/AstraZeneca,4510555
France,2021-05-18,Pfizer/BioNTech,23206713
France,2021-05-19,Johnson&Johnson,179308
France,2021-05-19,Moderna,2819929
France,2021-05-19,Oxford/AstraZeneca,4551394
France,2021-05-19,Pfizer/BioNTech,23702197
France,2021-05-20,Johnson&Johnson,188625
France,2021-05-20,Moderna,2893827
France,2021-05-20,Oxford/AstraZeneca,4617116
France,2021-05-20,Pfizer/BioNTech,24217080
France,2021-05-21,Johnson&Johnson,201271
France,2021-05-21,Moderna,2969406
France,2021-05-21,Oxford/AstraZeneca,4695125
France,2021-05-21,Pfizer/BioNTech,24711556
France,2021-05-22,Johnson&Johnson,206246
France,2021-05-22,Moderna,3035137
France,2021-05-22,Oxford/AstraZeneca,4733194
France,2021-05-22,Pfizer/BioNTech,25027771
France,2021-05-23,Johnson&Johnson,206693
France,2021-05-23,Moderna,3073013
France,2021-05-23,Oxford/AstraZeneca,4736398
France,2021-05-23,Pfizer/BioNTech,25161301
France,2021-05-24,Johnson&Johnson,207663
France,2021-05-24,Moderna,3092049
France,2021-05-24,Oxford/AstraZeneca,4741944
France,2021-05-24,Pfizer/BioNTech,25430211
France,2021-05-25,Johnson&Johnson,215144
France,2021-05-25,Moderna,3125088
France,2021-05-25,Oxford/AstraZeneca,4792123
France,2021-05-25,Pfizer/BioNTech,25925738
France,2021-05-26,Johnson&Johnson,222771
France,2021-05-26,Moderna,3156123
France,2021-05-26,Oxford/AstraZeneca,4847872
France,2021-05-26,Pfizer/BioNTech,26429784
France,2021-05-27,Johnson&Johnson,236987
France,2021-05-27,Moderna,3191442
France,2021-05-27,Oxford/AstraZeneca,4931754
France,2021-05-27,Pfizer/BioNTech,26961658
France,2021-05-28,Johnson&Johnson,263431
France,2021-05-28,Moderna,3235511
France,2021-05-28,Oxford/AstraZeneca,5038139
France,2021-05-28,Pfizer/BioNTech,27471053
France,2021-05-29,Johnson&Johnson,274676
France,2021-05-29,Moderna,3273914
France,2021-05-29,Oxford/AstraZeneca,5101563
France,2021-05-29,Pfizer/BioNTech,27804796
France,2021-05-30,Johnson&Johnson,275548
France,2021-05-30,Moderna,3280284
France,2021-05-30,Oxford/AstraZeneca,5110194
France,2021-05-30,Pfizer/BioNTech,27927623
France,2021-05-31,Johnson&Johnson,288052
France,2021-05-31,Moderna,3327394
France,2021-05-31,Oxford/AstraZeneca,5148331
France,2021-05-31,Pfizer/BioNTech,28388906
France,2021-06-01,Johnson&Johnson,308061
France,2021-06-01,Moderna,3392677
France,2021-06-01,Oxford/AstraZeneca,5216206
France,2021-06-01,Pfizer/BioNTech,28909232
France,2021-06-02,Johnson&Johnson,322408
France,2021-06-02,Moderna,3449130
France,2021-06-02,Oxford/AstraZeneca,5277022
France,2021-06-02,Pfizer/BioNTech,29420575
France,2021-06-03,Johnson&Johnson,341669
France,2021-06-03,Moderna,3523450
France,2021-06-03,Oxford/AstraZeneca,5367860
France,2021-06-03,Pfizer/BioNTech,29952756
France,2021-06-04,Johnson&Johnson,363956
France,2021-06-04,Moderna,3612753
France,2021-06-04,Oxford/AstraZeneca,5476893
France,2021-06-04,Pfizer/BioNTech,30488080
France,2021-06-05,Johnson&Johnson,373577
France,2021-06-05,Moderna,3671085
France,2021-06-05,Oxford/AstraZeneca,5530960
France,2021-06-05,Pfizer/BioNTech,30857245
France,2021-06-06,Johnson&Johnson,374518
France,2021-06-06,Moderna,3682119
France,2021-06-06,Oxford/AstraZeneca,5536646
France,2021-06-06,Pfizer/BioNTech,31019956
France,2021-06-07,Johnson&Johnson,383522
France,2021-06-07,Moderna,3733125
France,2021-06-07,Oxford/AstraZeneca,5568981
France,2021-06-07,Pfizer/BioNTech,31524288
France,2021-06-08,Johnson&Johnson,397958
France,2021-06-08,Moderna,3802167
France,2021-06-08,Oxford/AstraZeneca,5618017
France,2021-06-08,Pfizer/BioNTech,32072597
France,2021-06-09,Johnson&Johnson,409997
France,2021-06-09,Moderna,3857125
France,2021-06-09,Oxford/AstraZeneca,5661912
France,2021-06-09,Pfizer/BioNTech,32617651
France,2021-06-10,Johnson&Johnson,425189
France,2021-06-10,Moderna,3918633
France,2021-06-10,Oxford/AstraZeneca,5731840
France,2021-06-10,Pfizer/BioNTech,33158091
France,2021-06-11,Johnson&Johnson,441994
France,2021-06-11,Moderna,3998922
France,2021-06-11,Oxford/AstraZeneca,5830914
France,2021-06-11,Pfizer/BioNTech,33702811
France,2021-06-12,Johnson&Johnson,449337
France,2021-06-12,Moderna,4049148
France,2021-06-12,Oxford/AstraZeneca,5872767
France,2021-06-12,Pfizer/BioNTech,34095941
France,2021-06-13,Johnson&Johnson,450189
France,2021-06-13,Moderna,4061566
France,2021-06-13,Oxford/AstraZeneca,5876748
France,2021-06-13,Pfizer/BioNTech,34256453
France,2021-06-14,Johnson&Johnson,456691
France,2021-06-14,Moderna,4110840
