Updated On,State,Total Doses Administered,Sessions,Sites,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered),Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years (Individuals Vaccinated),45-60 Years (Individuals Vaccinated),60+ Years (Individuals Vaccinated),Male (Individuals Vaccinated),Female (Individuals Vaccinated),Transgender (Individuals Vaccinated)
06/05/2022,Maharashtra,165449713,5373964,4746,90392569,72633943,86545172,76445536,35739,26597928,135628162,265125,6291,93584883,35976037,26220757,0,0,0,0,0,0
06/05/2022,Odisha,66116523,1678070,1558,34491670,30445935,31881959,33040255,15352,11186019,53209540,5954,948,35810757,14906203,10079134,0,0,0,0,0,0
06/05/2022,West Bengal,138718931,1942048,3200,72747298,63314250,66532688,69503427,25306,19611399,115658101,84879,5038,75631481,33160650,20244044,0,0,0,0,0,0
06/05/2022,Sikkim,1155857,15350,37,584530,534513,607131,511496,413,69161,1060348,0,357,725454,214509,137599,0,0,0,0,0,0
06/05/2022,Bihar,129295859,4536053,3299,70030623,58040327,62554165,65486379,30359,21310357,105084535,13104,572,75606828,23998864,17863203,0,0,0,0,0,0
06/05/2022,Goa,2740335,23199,24,1429858,1267763,1496161,1201169,287,158927,2531718,0,634,1576908,601064,419179,0,0,0,0,0,0
06/05/2022,Chhattisgarh,39154478,1647377,1282,20605640,18054975,19063510,19591818,5277,6368436,31830817,9735,2235,22059502,9273844,4879818,0,0,0,0,0,0
06/05/2022,Madhya Pradesh,117978460,769263,1282,60291943,56612637,60802359,56075627,26553,20837800,94373308,22541,3088,70670862,23484589,13805739,0,0,0,0,0,0
06/05/2022,West Bengal,138718931,1942048,3200,72747298,63314250,66532688,69503427,25306,19611399,115658101,84879,5038,75631481,33160650,20244044,0,0,0,0,0,0
06/05/2022,Punjab,42564209,2390512,1773,23604280,18398167,22381503,19615045,5895,6638094,35294940,15350,689,24187031,9541114,6558741,0,0,0,0,0,0
06/05/2022,Jharkhand,39688645,787180,1115,23241469,16122532,19810821,19543768,9397,7994977,30881088,10887,4021,24210251,7770710,4679820,0,0,0,0,0,0
06/05/2022,Tamil Nadu,106933425,3639439,2159,58337653,47698778,51717604,54297733,21050,17570024,87032620,99162,1109,59483830,25571409,15369322,0,0,0,0,0,0
06/05/2022,Punjab,42564209,2390512,1773,23604280,18398167,22381503,19615045,5895,6638094,35294940,15350,689,24187031,9541114,6558741,0,0,0,0,0,0
06/05/2022,Maharashtra,165449713,5373964,4746,90392569,72633943,86545172,76445536,35739,26597928,135628162,265125,6291,93584883,35976037,26220757,0,0,0,0,0,0
06/05/2022,Kerala,54276554,438029,650,28397362,24292849,25125695,27549284,15198,6860201,47089562,72446,3066,25236880,14102627,12654561,0,0,0,0,0,0
06/05/2022,Andhra Pradesh,94114743,5420869,2269,44598370,47206292,44455866,47330674,18067,17651220,73606602,63729,1628,47586058,24975274,13703438,0,0,0,0,0,0
06/05/2022,Puducherry,1692143,68290,41,964963,705890,805069,865442,342,90589,1567317,0,34,908419,403125,259232,0,0,0,0,0,0
06/05/2022,Odisha,66116523,1678070,1558,34491670,30445935,31881959,33040255,15352,11186019,53209540,5954,948,35810757,14906203,10079134,0,0,0,0,0,0
06/05/2022,Manipur,2855769,57374,111,1559427,1209147,1417933,1349945,696,167140,2661065,2620,174,1659678,662010,369190,0,0,0,0,0,0
06/05/2022,Telangana,62861611,6560319,2156,32101782,30050830,31278996,30861072,12517,10301996,50994045,143911,5435,36267669,13677412,8346175,0,0,0,0,0,0
06/05/2022,Chandigarh,2151319,22315,40,1171488,938020,1195654,913431,423,122613,1992136,0,180,1355693,429354,240792,0,0,0,0,0,0
06/05/2022,Lakshadweep,122770,470,2,61408,57837,63472,55767,6,6914,113926,0,18,66763,30515,18196,0,0,0,0,0,0
06/05/2022,Arunachal Pradesh,1692827,22373,58,906502,755916,901478,760588,353,99750,1580477,0,300,1114923,352867,136063,0,0,0,0,0,0
06/05/2022,Kerala,54276554,438029,650,28397362,24292849,25125695,27549284,15198,6860201,47089562,72446,3066,25236880,14102627,12654561,0,0,0,0,0,0
06/05/2022,Ladakh,469553,1796,10,236138,195512,244411,187186,51,23706,434291,0,20,276224,84940,78678,0,0,0,0,0,0
06/05/2022,Dadra and Nagar Haveli and Daman and Diu,1405626,19333,35,775613,618847,924893,469273,293,67464,1310277,0,0,137,1042978,209682,0,0,0,0,0,0
06/05/2022,Rajasthan,105067682,3906999,4699,56170746,47165676,53062953,50251219,22100,17357158,85340757,18641,2007,59654562,20934241,16203101,0,0,0,0,0,0
06/05/2022,Delhi,33687437,210451,509,17990447,14848184,18563132,14262913,12560,8474106,24366556,93972,1534,21354631,6316406,3283776,0,0,0,0,0,0
06/05/2022,Ladakh,469553,1796,10,236138,195512,244411,187186,51,23706,434291,0,20,276224,84940,78678,0,0,0,0,0,0
06/05/2022,Dadra and Nagar Haveli and Daman and Diu,1405626,19333,35,775613,618847,924893,469273,293,67464,1310277,0,0,137,1042978,209682,0,0,0,0,0,0
06/05/2022,Assam,44897361,1393383,1704,24037876,20454946,21883142,22603301,6367,6548597,37762287,2398,338,27737934,10025668,4704034,0,0,0,0,0,0
06/05/2022,Jharkhand,39688645,787180,1115,23241469,16122532,19810821,19543768,9397,7994977,30881088,10887,4021,24210251,7770710,4679820,0,0,0,0,0,0
06/05/2022,Rajasthan,105067682,3906999,4699,56170746,47165676,53062953,50251219,22100,17357158,85340757,18641,2007,59654562,20934241,16203101,0,0,0,0,0,0
06/06/2021,Meghalaya,476750,100,1,402288,74462,0,0,0,0,476750,0,270,0,0,0,147068,177857,77330,209065,193182,41
06/06/2021,Nagaland,282481,4650,18,230426,52055,0,0,0,0,282481,0,36,0,0,0,89116,90284,50977,134016,96391,19
06/06/2021,Mizoram,323536,0,0,272321,51215,0,0,0,0,323536,0,735,0,0,0,61532,128929,81831,140615,131685,21
06/06/2021,Kerala,10270131,119620,341,8109567,2160564,0,0,0,780025,9490084,22,2390,0,0,0,1222658,3244830,3636049,3864762,4243531,1274
06/06/2021,Assam,4339728,89359,457,3489368,850360,0,0,0,845915,3493813,0,182,0,0,0,1028149,1616495,844359,1893431,1595370,567
06/06/2021,Delhi,5671497,39643,93,4385618,1285879,0,0,0,1708860,3962637,0,950,0,0,0,1663098,1685556,1033626,2544645,1840095,878
06/06/2021,Punjab,4911988,359050,1113,4117141,794847,0,0,0,469698,4442290,0,132,0,0,0,981447,1754891,1380195,2325212,1791444,485
06/06/2021,Puducherry,289091,20555,57,237400,51691,0,0,0,74,289017,0,19,0,0,0,79534,90945,66845,123195,114172,33
06/06/2021,Manipur,492511,554,5,421595,70916,0,0,0,0,492511,0,78,0,0,0,159525,168007,93927,233882,187603,110
06/06/2021,Sikkim,239779,200,1,180065,59714,0,0,0,0,239779,0,219,0,0,0,32195,92476,55380,96907,83131,27
06/06/2021,Karnataka,15203304,1144187,3719,12333182,2870122,0,0,0,1676132,13526684,488,2541,0,0,0,3122648,5118143,4085918,6321434,6009848,1900
06/06/2021,Himachal Pradesh,2524493,5160,30,2090289,434204,0,0,0,0,2524493,0,675,0,0,0,281606,1023994,784350,1049178,1040736,375
06/06/2021,Dadra and Nagar Haveli and Daman and Diu,223524,4090,35,197457,26067,0,0,0,0,223524,0,87,0,0,0,121339,55214,20804,126481,70941,35
06/06/2021,Rajasthan,17743175,592655,2001,14513474,3229701,0,0,0,1406072,16337103,0,486,0,0,0,2813351,6037503,5657589,7592715,6918489,2270
06/06/2021,Andaman and Nicobar Islands,127202,9,2,111979,15223,0,0,0,0,127202,0,3,0,0,0,20484,60777,30715,60343,51627,9
06/06/2021,Odisha,8296256,22924,116,6791199,1505057,0,0,0,868695,7427561,0,277,0,0,0,1267013,2954303,2568669,3620650,3169400,1149
06/06/2021,Chhattisgarh,6285625,262645,1355,5152970,1132655,0,0,0,207896,6077729,0,564,0,0,0,465688,2935581,1751340,2519562,2632832,576
06/06/2021,Gujarat,18427691,444175,2087,14128072,4299619,0,0,0,2181397,16246294,0,1005,0,0,0,4009695,5718114,4397135,7623531,6502596,1945
06/06/2021,Ladakh,177681,0,0,140369,37312,0,0,0,0,177681,0,4,0,0,0,73997,36060,30275,74251,66101,17
06/06/2021,Arunachal Pradesh,376761,11068,62,298148,78613,0,0,0,0,376761,0,270,0,0,0,126773,123431,47902,165163,132879,106
06/06/2021,Goa,570434,33620,82,474147,96287,0,0,0,9941,560493,0,571,0,0,0,131977,189789,152325,242518,231588,41
06/06/2021,Andhra Pradesh,10869971,270807,556,8293652,2576319,0,0,0,1962928,8905629,1414,330,0,0,0,1226941,4314874,2750212,4210095,4082255,1302
06/06/2021,Chandigarh,379943,8840,28,304833,75110,0,0,0,0,379943,0,134,0,0,0,105410,121848,77465,171504,133285,44
06/06/2021,Haryana,6246721,109656,430,5226504,1020217,0,0,0,908760,5337961,0,866,0,0,0,1622216,1844792,1754614,2848479,2377082,943
06/06/2021,Jharkhand,4549765,374040,1708,3806892,742873,0,0,0,630289,3919476,0,714,0,0,0,1134196,1434033,1237492,2060048,1746230,614
06/06/2021,Tamil Nadu,10069493,403493,1109,7972482,2097011,0,0,0,1661068,8408425,0,132,0,0,0,2910677,2986909,2072824,4394275,3577141,1066
06/06/2021,Uttar Pradesh,20272802,127375,372,16643702,3629100,0,0,0,2330233,17942569,0,1203,0,0,0,4385040,6997573,5254215,9517213,7122391,4098
06/06/2021,West Bengal,16149949,479793,1016,12206706,3943243,0,0,0,1825771,14324178,0,1214,0,0,0,3058135,4968447,4175911,6851075,5353848,1783
06/06/2021,Maharashtra,24145432,572555,1665,19360252,4785180,0,0,0,2954409,21190978,45,3976,0,0,0,3974009,8434398,6943523,10392910,8964619,2723
06/06/2021,Tripura,1636673,20740,60,1128612,508061,0,0,0,15121,1621552,0,63,0,0,0,164149,627132,336635,584922,543527,163
06/06/2021,Bihar,11030034,680772,2514,9183267,1846767,0,0,0,944593,10085441,0,197,0,0,0,2699664,3136884,3343857,5062126,4119362,1779
06/06/2021,Lakshadweep,39071,13350,9,32096,6975,0,0,0,0,39071,0,0,0,0,0,11850,12954,7292,17712,14382,2
06/06/2021,Uttarakhand,3050222,65942,453,2362816,687406,0,0,0,110541,2939681,0,294,0,0,0,561466,977518,823128,1218610,1143693,513
06/06/2021,Telangana,6695588,361542,707,5391957,1303631,0,0,0,1143102,5537720,14766,382,0,0,0,1176114,2553853,1660092,2824463,2566418,1076
06/06/2021,Madhya Pradesh,12759138,361260,1190,10923948,1835190,0,0,0,1749629,11009509,0,584,0,0,0,3904372,3889127,3126674,6091184,4830791,1973
06/06/2021,Jammu and Kashmir,3476138,224102,954,2910164,565974,0,0,0,59759,3416379,0,123,0,0,0,558058,1431998,919716,1701733,1207888,543
06/07/2021,Meghalaya,763595,157498,442,674827,88768,404003,359496,96,0,763595,0,288,431564,229432,102599,0,0,0,0,0,0
06/07/2021,Rajasthan,25848234,289145,454,21454435,4393799,13765951,12078009,4274,2953595,22892419,2220,511,9579554,8188323,8080357,0,0,0,0,0,0
06/07/2021,Arunachal Pradesh,654032,33260,136,556622,97410,360169,293667,196,0,654032,0,280,377314,197855,78863,0,0,0,0,0,0
06/07/2021,Uttarakhand,4762569,186255,668,3821058,941511,2473723,2287475,1371,304319,4458250,0,315,1971063,1478283,1313223,0,0,0,0,0,0
06/07/2021,Telangana,11966330,546028,1228,10173744,1792586,6231169,5732962,2199,2312599,9601481,52250,391,5300864,4108647,2556819,0,0,0,0,0,0
06/07/2021,Himachal Pradesh,4115822,132907,626,3398020,717802,2037875,2077124,823,1612,4111516,2694,714,1537963,1389410,1188449,0,0,0,0,0,0
06/07/2021,Odisha,12923503,645161,1649,10418842,2504661,6967605,5953553,2345,1559054,11363948,501,347,4414489,4583405,3925609,0,0,0,0,0,0
06/07/2021,Lakshadweep,56755,9180,9,47468,9287,31263,25489,3,0,56755,0,3,28118,18194,10443,0,0,0,0,0,0
06/07/2021,Jammu and Kashmir,4928467,528591,1129,4147987,780480,2916878,2010696,893,155476,4772991,0,136,1523951,2063421,1341095,0,0,0,0,0,0
06/07/2021,Chandigarh,574184,31340,76,472038,102146,323916,250188,80,1647,572537,0,146,270343,178743,125098,0,0,0,0,0,0
06/07/2021,Madhya Pradesh,22028495,25354,80,18792034,3236461,12265543,9759137,3815,2889904,19138218,373,831,10902881,6411555,4714059,0,0,0,0,0,0
06/07/2021,Goa,1021435,77611,81,880174,141261,543046,478294,95,21116,1000319,0,582,499060,283213,239162,0,0,0,0,0,0
06/07/2021,Gujarat,27331752,346485,1828,21181190,6150562,14862377,12465349,4026,3189898,24140851,1003,1061,10894197,9164880,7272675,0,0,0,0,0,0
06/07/2021,Tamil Nadu,17017222,356126,873,14224524,2792698,9038014,7976534,2674,2720133,14293847,3242,155,7802442,5526290,3688490,0,0,0,0,0,0
06/07/2021,Uttar Pradesh,34513734,3267681,7368,29305008,5208726,19811048,14693569,9117,4066926,30445181,1627,1431,13679990,12248222,8585522,0,0,0,0,0,0
06/07/2021,Manipur,785691,90925,156,706878,78813,443123,342358,210,0,785691,0,95,434162,233851,117678,0,0,0,0,0,0
06/07/2021,Puducherry,548593,44120,61,463933,84660,277526,270949,118,74,548519,0,22,269736,165829,113028,0,0,0,0,0,0
06/07/2021,Karnataka,24477242,3505965,4671,20169876,4307366,12419827,12053357,4058,3077523,21390621,9098,2595,9527211,8340217,6609814,0,0,0,0,0,0
06/07/2021,Chhattisgarh,9044519,1909123,1984,7307678,1736841,4507844,4535688,987,918593,8125447,479,610,2732233,3921368,2390918,0,0,0,0,0,0
06/07/2021,Punjab,7095644,677289,742,5853013,1242631,3985321,3109548,775,798339,6295572,1733,178,2447762,2602571,2045311,0,0,0,0,0,0
06/07/2021,Jharkhand,7444490,510543,1201,6227928,1216562,4091291,3351946,1253,1207953,6235428,1109,892,3277853,2347727,1818910,0,0,0,0,0,0
06/07/2021,Haryana,9581886,382971,771,7948436,1633450,5291607,4288547,1732,1421315,8152517,8054,889,4215276,2738733,2627877,0,0,0,0,0,0
06/07/2021,Tripura,2642602,150142,380,2017943,624659,1357365,1284879,358,43387,2599215,0,66,1058961,1024037,559604,0,0,0,0,0,0
06/07/2021,Delhi,8498379,140280,539,6543046,1955333,4916611,3580008,1760,2120436,6370167,7776,1031,4010396,2747659,1740324,0,0,0,0,0,0
06/07/2021,Mizoram,620536,30484,38,554889,65647,314948,305481,107,0,620536,0,963,353349,160743,106444,0,0,0,0,0,0
06/07/2021,Bihar,17526845,1026556,1146,15046903,2479942,9607873,7915722,3250,1897811,15628446,588,208,7562351,5082969,4881525,0,0,0,0,0,0
06/07/2021,West Bengal,23205213,741696,1820,17382673,5822540,12896789,10305169,3255,2904258,20293503,7452,1470,6906592,8860405,7438216,0,0,0,0,0,0
06/07/2021,Andhra Pradesh,16633924,180845,653,13298596,3335328,7555484,9075840,2600,2771300,13846543,16081,336,4324669,7694452,4614803,0,0,0,0,0,0
06/07/2021,Assam,7712614,84070,391,6396900,1315714,4164352,3547137,1125,1184422,6527898,294,221,3578105,2760155,1374354,0,0,0,0,0,0
06/07/2021,Kerala,15062316,210822,956,11322761,3739555,7237725,7822183,2408,1344479,13715852,1985,2458,3421480,5215031,6425805,0,0,0,0,0,0
06/07/2021,Ladakh,237455,6969,26,177760,59695,132199,105232,24,0,237455,0,5,118569,65154,53732,0,0,0,0,0,0
06/07/2021,Dadra and Nagar Haveli and Daman and Diu,490259,45470,64,437350,52909,326107,164043,109,12,490247,0,114,344570,107455,38234,0,0,0,0,0,0
06/07/2021,Sikkim,527470,24954,52,428512,98958,285139,242156,175,0,527470,0,279,289548,144231,93691,0,0,0,0,0,0
06/07/2021,Maharashtra,34802542,1218325,3135,27659911,7142631,18892329,15905165,5048,4152619,30639749,10174,4285,11666727,12409823,10725992,0,0,0,0,0,0
06/07/2021,Andaman and Nicobar Islands,196475,17759,35,161400,35075,105638,90816,21,0,196475,0,3,73106,80471,42898,0,0,0,0,0,0
06/07/2021,Nagaland,552125,59911,139,478508,73617,318695,233359,71,0,552125,0,49,332168,143574,76383,0,0,0,0,0,0
06/08/2021,Jammu and Kashmir,6603381,551493,1488,5175260,1428121,3816797,2785431,1153,231719,6371662,0,163,2285183,2679155,1639043,0,0,0,0,0,0
06/08/2021,Tamil Nadu,24818414,827816,1717,20255133,4563281,12623648,12190565,4201,3732832,21049554,36028,210,12393697,7640442,4784275,0,0,0,0,0,0
06/08/2021,Nagaland,785511,37266,77,629122,156389,448321,337075,115,0,783311,2200,56,463103,213396,109012,0,0,0,0,0,0
06/08/2021,Telangana,15376994,505753,1392,11548283,3828711,7949721,7424414,2859,3114675,12169139,93180,408,6939300,5284372,3153322,0,0,0,0,0,0
06/08/2021,Puducherry,741807,89191,63,592246,149561,361775,379888,144,74,741733,0,28,358659,230755,152393,0,0,0,0,0,0
06/08/2021,Himachal Pradesh,5502831,108029,482,4155025,1347806,2704450,2797260,1121,3120,5496767,2944,738,2129488,1940865,1432478,0,0,0,0,0,0
06/08/2021,Sikkim,647540,11893,30,496921,150619,353010,294313,217,0,647540,0,293,350607,189509,107424,0,0,0,0,0,0
06/08/2021,Ladakh,257551,5340,12,188226,69325,145295,112230,26,0,257551,0,6,132401,70093,55057,0,0,0,0,0,0
06/08/2021,Maharashtra,46376671,1298231,3389,34530607,11846064,25133541,21235653,7477,5756435,40530702,89534,4654,17642003,16096718,12637950,0,0,0,0,0,0
06/08/2021,Jharkhand,10093868,401646,993,8159603,1934265,5543884,4547997,1987,1669168,8420848,3852,907,4940166,3022781,2130921,0,0,0,0,0,0
06/08/2021,Chhattisgarh,11593716,1800134,2733,9069399,2524317,5821942,5770423,1351,1293740,10295004,4972,647,4255048,4675010,2663658,0,0,0,0,0,0
06/08/2021,Uttarakhand,6424278,162592,565,4882166,1542112,3283113,3138942,2223,483068,5941210,0,336,2877156,1984226,1562896,0,0,0,0,0,0
06/08/2021,Karnataka,32349726,2428494,4059,25189842,7159884,16267694,16076629,5403,4140396,28157668,51662,2665,14026118,10599928,7723680,0,0,0,0,0,0
06/08/2021,Madhya Pradesh,34238857,142709,677,28719618,5519239,18639927,15592298,6632,3614093,30613141,11623,936,18512538,9608297,6118022,0,0,0,0,0,0
06/08/2021,Goa,1370190,53649,57,1081299,288891,733621,636445,124,26875,1343315,0,600,658270,407550,304370,0,0,0,0,0,0
06/08/2021,Andhra Pradesh,23390303,1598607,2214,17319552,6070751,10647616,12738912,3775,3684179,19658229,47895,361,6947157,10582746,5860400,0,0,0,0,0,0
06/08/2021,Manipur,1379355,116772,149,1146080,233275,745873,633151,331,0,1379355,0,140,769430,394394,215531,0,0,0,0,0,0
06/08/2021,Andaman and Nicobar Islands,308177,4193,29,214333,93844,164339,143798,40,0,308177,0,5,117212,127533,63432,0,0,0,0,0,0
06/08/2021,West Bengal,31774086,930084,2485,22745949,9028137,16949389,14819919,4778,3990579,27743329,40178,1740,11349241,11608035,8816810,0,0,0,0,0,0
06/08/2021,Bihar,26793524,2234711,2493,22499306,4294218,14413955,12374298,5271,2745986,24045151,2387,233,13295872,7301505,6196147,0,0,0,0,0,0
06/08/2021,Haryana,12654430,378643,802,9866470,2787960,7011079,5641028,2323,1857124,10755185,42121,908,6093334,3519058,3042038,0,0,0,0,0,0
06/08/2021,Kerala,21560396,648206,1421,15231449,6328947,10352244,11204180,3972,1995631,19535898,28867,2609,6183876,7475332,7901188,0,0,0,0,0,0
06/08/2021,Chandigarh,892796,25530,71,679894,212902,505578,387091,127,4087,888709,0,171,463553,268872,160371,0,0,0,0,0,0
06/08/2021,Gujarat,35630296,932040,3335,26978214,8652082,19422402,16202522,5372,3775652,31842179,12465,1184,15910090,11513014,8207192,0,0,0,0,0,0
06/08/2021,Meghalaya,1149127,156244,495,927347,221780,607334,541644,149,0,1149127,0,298,668065,340885,140177,0,0,0,0,0,0
06/08/2021,Lakshadweep,67491,7200,10,50772,16719,36878,30608,5,0,67491,0,5,30968,23459,13064,0,0,0,0,0,0
06/08/2021,Arunachal Pradesh,868369,26056,103,685986,182383,480464,387683,222,0,868369,0,286,506216,261629,100524,0,0,0,0,0,0
06/08/2021,Rajasthan,34620302,871141,2215,26474406,8145896,18223724,16390516,6062,4383265,30227319,9718,551,14572152,10687449,9360701,0,0,0,0,0,0
06/08/2021,Dadra and Nagar Haveli and Daman and Diu,653596,45870,66,576155,77441,437429,216032,135,47,653549,0,141,464737,142646,46213,0,0,0,0,0,0
06/08/2021,Tripura,3200135,222315,694,2402094,798041,1638241,1561428,466,63567,3136568,0,76,1386256,1185575,628304,0,0,0,0,0,0
06/08/2021,Assam,12087826,588571,1432,9976148,2111678,6432941,5653101,1784,1586508,10499736,1582,263,6251012,3961833,1874981,0,0,0,0,0,0
06/08/2021,Mizoram,855474,22185,33,651428,204046,429978,425358,138,0,855474,0,1141,436435,258448,160591,0,0,0,0,0,0
06/08/2021,Delhi,10559677,275974,1161,7684071,2875606,6067300,4490086,2291,2522923,7993931,42823,1068,5235423,3348657,1975597,0,0,0,0,0,0
06/08/2021,Odisha,17713585,434464,1212,13595005,4118580,9401277,8308824,3484,2408330,15301241,4014,428,7071804,6025863,4615918,0,0,0,0,0,0
06/08/2021,Uttar Pradesh,53294582,1654065,3128,44973804,8320778,30017747,23259132,17703,5937634,47339539,17409,1548,25797914,16756942,10739726,0,0,0,0,0,0
06/08/2021,Punjab,9854254,418377,544,7743609,2110645,5497525,4355512,1217,1365239,8482215,6800,218,4175200,3228451,2450603,0,0,0,0,0,0
06/09/2021,Karnataka,45656192,5463424,6812,34165044,11491148,23058334,22590163,7695,5491209,40082697,82286,2750,23069836,13520499,9065857,0,0,0,0,0,0
06/09/2021,Ladakh,308559,4823,19,195704,112855,170738,137786,35,0,308559,0,7,180237,72680,55642,0,0,0,0,0,0
06/09/2021,Dadra and Nagar Haveli and Daman and Diu,786579,41310,56,622932,163647,526040,260381,158,47,786532,0,142,581819,155369,49391,0,0,0,0,0,0
06/09/2021,Nagaland,884123,38827,106,660683,223440,501586,382401,136,0,879870,4253,60,541447,228398,114278,0,0,0,0,0,0
06/09/2021,Sikkim,702365,21575,54,508844,193521,383850,318280,235,0,702365,0,299,397095,195579,109691,0,0,0,0,0,0
06/09/2021,Rajasthan,47041155,1107396,2079,35425639,11615516,24540869,22491015,9271,5689116,41338757,13282,593,23397630,13116518,10527007,0,0,0,0,0,0
06/09/2021,Gujarat,49773382,1721874,5126,36753678,13019704,27179737,22585547,8098,5338991,44416402,17989,1497,25329669,14788859,9654854,0,0,0,0,0,0
06/09/2021,Madhya Pradesh,49238115,3262614,6763,40148672,9089443,26515895,22712084,10136,5335691,43886639,15785,1041,28757334,12780663,7700118,0,0,0,0,0,0
06/09/2021,Haryana,17245814,678500,1176,12810245,4435569,9513739,7728710,3365,2247556,14937254,61004,956,9243491,4465852,3536471,0,0,0,0,0,0
06/09/2021,Bihar,41264994,10229761,9355,34233153,7031841,21491776,19764381,8837,4516426,36743696,4872,253,22732603,10390510,8141881,0,0,0,0,0,0
06/09/2021,Uttarakhand,8988473,393243,975,6794255,2194218,4626172,4358950,3351,608935,8378369,1169,349,4825192,2395062,1768219,0,0,0,0,0,0
06/09/2021,Chhattisgarh,13884497,1891756,2754,10395375,3489122,7004575,6878251,1671,1630306,12246635,7556,667,5963847,5110531,2810119,0,0,0,0,0,0
06/09/2021,Odisha,24066746,1224817,1661,18133380,5933366,12516498,11545183,5065,3240840,20820325,5581,605,11327163,7495124,5244459,0,0,0,0,0,0
06/09/2021,Andhra Pradesh,32021953,1939232,2060,22672793,9349160,14890006,17126516,5431,4964276,27001584,56093,746,11516353,13456717,7048883,0,0,0,0,0,0
06/09/2021,Telangana,18855540,791502,1546,13853437,5002103,9812301,9039693,3546,3428142,15308949,118449,412,9385772,5996025,3473743,0,0,0,0,0,0
06/09/2021,Meghalaya,1362809,128806,427,1036421,326388,716114,646518,177,0,1362809,0,301,823346,385123,154340,0,0,0,0,0,0
06/09/2021,Maharashtra,63488089,2293589,4690,46033001,17455088,34399571,29076967,11551,8071531,55274431,142127,5132,28735156,20015555,14737378,0,0,0,0,0,0
06/09/2021,Tripura,3372483,157985,417,2466267,906216,1728611,1643367,505,70982,3301501,0,76,1493012,1236048,643423,0,0,0,0,0,0
06/09/2021,Tamil Nadu,35563936,1735867,2194,28420243,7143693,17579982,17977755,6199,4805739,30703548,54649,280,19315113,10207759,6041064,0,0,0,0,0,0
06/09/2021,Kerala,29659539,193446,440,21616736,8042803,14296475,15356409,6655,3094344,26522485,42710,2773,10983981,9580832,9094726,0,0,0,0,0,0
06/09/2021,Himachal Pradesh,7377840,94019,441,5550531,1827309,3776786,3599463,1591,3596,7371270,2974,774,3434627,2323556,1619657,0,0,0,0,0,0
06/09/2021,Delhi,14267090,309659,1304,10149898,4117192,8256128,6007316,3646,3270496,10936793,59801,1128,8119812,3978555,2168723,0,0,0,0,0,0
06/09/2021,Jammu and Kashmir,8474005,665297,1292,6496921,1977084,4792476,3679925,1604,378180,8095825,0,222,3636872,3036328,1800805,0,0,0,0,0,0
06/09/2021,Manipur,1570244,77372,121,1201992,368252,842261,727590,393,0,1570189,55,149,880683,443773,245788,0,0,0,0,0,0
06/09/2021,Puducherry,852987,91357,58,651535,201452,418237,434589,161,74,852913,0,28,435988,253584,163415,0,0,0,0,0,0
06/09/2021,Mizoram,927432,27770,31,674017,253415,468549,458729,154,0,927432,0,1189,489460,271889,166083,0,0,0,0,0,0
06/09/2021,Lakshadweep,79946,7420,10,53029,26917,43432,36509,5,0,79946,0,8,40156,25670,14120,0,0,0,0,0,0
06/09/2021,Chandigarh,1164624,22915,67,831673,332951,668614,495837,173,4983,1159641,0,181,673296,314918,176410,0,0,0,0,0,0
06/09/2021,Uttar Pradesh,80840083,12131477,13521,67639929,13200154,44322980,36484975,32128,9528453,71283524,28106,1660,44443089,22736338,13660656,0,0,0,0,0,0
06/09/2021,Arunachal Pradesh,997760,26000,116,733755,264005,550922,446587,251,0,997760,0,290,607903,282525,107332,0,0,0,0,0,0
06/09/2021,Goa,1636133,53516,56,1178673,457460,882450,753526,157,29195,1606938,0,605,838674,465776,331683,0,0,0,0,0,0
06/09/2021,Punjab,14976957,1190180,1499,11348037,3628920,8251817,6723263,1877,1738974,13228783,9200,254,7337314,4446522,3193121,0,0,0,0,0,0
06/09/2021,Jharkhand,14087755,754975,1620,11193883,2893872,7639806,6444736,3213,2128055,11954411,5289,939,7854316,3776738,2456701,0,0,0,0,0,0
06/09/2021,Assam,18795507,1191019,2220,15392517,3402990,9736539,9056194,2774,2023709,16769630,2168,279,10823896,5509184,2462427,0,0,0,0,0,0
06/09/2021,West Bengal,44098451,1534259,3404,31622992,12475459,23012121,21078829,7501,5436730,38604575,57146,2711,19551615,14500239,10046597,0,0,0,0,0,0
06/09/2021,Andaman and Nicobar Islands,372283,11884,30,263057,109226,198757,173473,53,0,372283,0,5,173777,133372,65134,0,0,0,0,0,0
06/10/2021,Andhra Pradesh,42942600,2225653,2044,28375351,14567249,19876188,23058461,7951,6511231,36371408,59961,763,18414647,16262665,8265288,0,0,0,0,0,0
06/10/2021,Himachal Pradesh,8540175,144275,713,5673924,2866251,4348141,4190130,1904,3802,8533399,2974,776,4410992,2447178,1682005,0,0,0,0,0,0
06/10/2021,Sikkim,924131,18494,35,519270,404861,504525,419281,325,0,924131,0,301,608455,203582,112094,0,0,0,0,0,0
06/10/2021,Meghalaya,1580263,129353,414,1077265,502998,827704,752344,215,0,1580263,0,305,1011055,408561,160647,0,0,0,0,0,0
06/10/2021,West Bengal,60745262,1017476,1729,43354795,17390467,31100109,29634520,10633,7171598,53502891,70773,3234,30312547,18622926,11809789,0,0,0,0,0,0
